,age_group,travel_with,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,payment_mode,first_trip_tz,total_cost,IncomeGroup,total_visitors
3564,`1-24,Alone,Holiday,Wildlife,Friends,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,0-5,1,Cash,Yes,3812250.0,High-income countries,1.0
3565,25-44,Spouse and Children,Holiday,Wildlife,Friends,Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,7+,1,Cash,Yes,21050250.0,High-income countries,4.0
3566,25-44,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,245388.0,Lower-middle-income countries,1.0
3567,45-64,Friends/Relatives,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7+,1,Cash,Yes,20884500.0,High-income countries,19.0
3568,25-44,Friends/Relatives,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0-5,1,Cash,No,50719500.0,Upper-middle-income countries,3.0
3569,45-64,Spouse,Holiday,Beach,Others,Package Tour,Yes,Yes,Yes,No,No,No,No,0-5,1,Cash,No,11573583.0,High-income countries,2.0
3570,25-44,Spouse,Holiday,Others,Agent,Package Tour,Yes,Yes,Yes,No,No,No,No,0-5,1,Cash,Yes,10253008.0,Upper-middle-income countries,2.0
3571,25-44,Friends/Relatives,Holiday,Beach,Others,Package Tour,Yes,Yes,No,No,Yes,No,No,0-5,1,Credit Card,Yes,15658377.0,High-income countries,2.0
3572,45-64,Spouse,Holiday,Others,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7+,1,Cash,Yes,828750.0,High-income countries,2.0
3573,65+,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7+,0,Cash,Yes,60830250.0,High-income countries,2.0
3574,25-44,Friends/Relatives,Holiday,Beach,Friends,Independent,No,No,No,No,No,No,No,10-15,0,Cash,Yes,9398025.0,High-income countries,3.0
3575,45-64,Friends/Relatives,Others,Others,Others,Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0-5,1,Cash,Yes,9779250.0,Low-income countries,2.0
3576,`1-24,Alone,Others,Others,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,No,7+,0,Cash,Yes,3629925.0,High-income countries,1.0
3577,45-64,Spouse,Holiday,Wildlife,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,828750.0,High-income countries,2.0
3578,`1-24,Alone,Holiday,Beach,Friends,Independent,No,No,No,No,No,No,No,7+,1,Cash,Yes,5287425.0,High-income countries,1.0
3579,25-44,Children,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,3315000.0,Lower-middle-income countries,2.0
3580,25-44,Spouse,Holiday,Beach,Others,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,828750.0,High-income countries,2.0
3581,25-44,Children,Holiday,Others,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7+,0,Cash,Yes,182325.0,High-income countries,2.0
3582,45-64,Spouse and Children,Holiday,Wildlife,Others,Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,10-15,1,Cash,Yes,29835000.0,High-income countries,5.0
3583,25-44,Spouse,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,4972500.0,High-income countries,2.0
3584,25-44,Friends/Relatives,Holiday,Others,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7+,1,Credit Card,Yes,19061250.0,High-income countries,2.0
3585,25-44,Alone,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10-15,0,Cash,No,4972500.0,High-income countries,1.0
3586,25-44,Alone,Holiday,Others,Agent,Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,10-15,0,Cash,Yes,2817750.0,High-income countries,1.0
3587,25-44,Spouse,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10-15,0,Cash,Yes,52600.0,High-income countries,2.0
3588,25-44,Alone,Others,Others,Others,Package Tour,No,Yes,Yes,No,No,Yes,No,0-5,0,Cash,Yes,314925.0,High-income countries,1.0
3589,25-44,Alone,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7+,0,Cash,Yes,4392375.0,High-income countries,1.0
3590,25-44,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,300000.0,Lower-middle-income countries,1.0
3591,`1-24,Alone,Others,Others,Others,Package Tour,No,Yes,Yes,No,No,Yes,No,0-5,0,Cash,Yes,314925.0,High-income countries,1.0
3592,25-44,Alone,Holiday,Others,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,0,Cash,Yes,2817750.0,High-income countries,1.0
3593,25-44,Alone,Holiday,Others,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,10-15,0,Cash,Yes,2652000.0,High-income countries,1.0
3594,25-44,Friends/Relatives,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,1234837.5,Lower-middle-income countries,2.0
3595,`1-24,Spouse,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,No,0-5,1,Cash,Yes,8668840.6,High-income countries,2.0
3596,25-44,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,1020000.0,Lower-middle-income countries,1.0
3597,25-44,Alone,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10-15,1,Cash,Yes,4143750.0,High-income countries,1.0
3598,25-44,Alone,Others,Others,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7+,0,Cash,No,281775.0,High-income countries,1.0
3599,`1-24,Alone,Holiday,Others,Agent,Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,7+,0,Cash,Yes,5822797.5,High-income countries,1.0
3600,25-44,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,450000.0,Lower-middle-income countries,1.0
3601,45-64,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,No,Yes,No,No,Yes,10-15,1,Cash,Yes,4475250.0,High-income countries,2.0
3602,25-44,Alone,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,No,828750.0,Low-income countries,1.0
3603,25-44,Spouse,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0-5,1,Credit Card,Yes,18870940.0,High-income countries,2.0
3604,`1-24,Friends/Relatives,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,5801250.0,High-income countries,2.0
3605,25-44,Alone,Holiday,Beach,Friends,Package Tour,Yes,Yes,Yes,No,Yes,No,No,0-5,1,Cash,No,6165900.0,High-income countries,1.0
3606,25-44,Friends/Relatives,Holiday,Wildlife,Friends,Independent,No,No,No,No,No,No,No,10-15,1,Cash,Yes,2496263.0,High-income countries,2.0
3607,25-44,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,100000.0,Lower-middle-income countries,1.0
3608,45-64,Spouse,Holiday,Wildlife,Friends,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10-15,1,Cash,Yes,16624725.0,High-income countries,2.0
3609,25-44,Friends/Relatives,Holiday,Others,Others,Independent,No,No,No,No,No,No,No,0-5,1,Cash,No,3480750.0,High-income countries,2.0
3610,25-44,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,497250.0,Lower-middle-income countries,1.0
3611,25-44,Alone,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,10-15,0,Cash,Yes,520000.0,Low-income countries,1.0
3612,25-44,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,348075.0,Lower-middle-income countries,1.0
3613,45-64,Children,Holiday,Beach,Friends,Package Tour,No,Yes,Yes,No,No,No,No,0-5,1,Cash,No,10773750.0,Upper-middle-income countries,2.0
3614,25-44,Friends/Relatives,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,0-5,1,Credit Card,Yes,1134665.0,High-income countries,3.0
3615,25-44,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,10-15,0,Cash,No,350000.0,Low-income countries,1.0
3616,25-44,Spouse,Holiday,Beach,Others,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,5801250.0,High-income countries,2.0
3617,25-44,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10-15,1,Cash,Yes,18564000.0,High-income countries,2.0
3618,45-64,Spouse and Children,Holiday,Beach,Others,Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,0-5,1,Credit Card,No,22466367.0,High-income countries,4.0
3619,45-64,Spouse,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10-15,0,Credit Card,Yes,15399832.5,High-income countries,2.0
3620,25-44,Alone,Holiday,Others,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10-15,0,Cash,Yes,4624425.0,High-income countries,1.0
3621,45-64,Alone,Holiday,Wildlife,Agent,Package Tour,No,Yes,No,Yes,Yes,Yes,Yes,7+,0,Cash,Yes,9945000.0,High-income countries,1.0
3622,25-44,Alone,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,No,Yes,Yes,No,No,10-15,0,Cash,Yes,8536125.0,High-income countries,1.0
3623,45-64,Alone,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,No,No,0-5,1,Cash,Yes,6930007.5,High-income countries,1.0
3624,`1-24,Friends/Relatives,Holiday,Wildlife,Friends,Independent,No,No,No,No,No,No,No,7+,1,Cash,Yes,3397875.0,High-income countries,2.0
3625,45-64,Children,Holiday,Wildlife,Others,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,0,Cash,Yes,2154750.0,High-income countries,2.0
3626,45-64,Alone,Holiday,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,56628.0,Lower-middle-income countries,1.0
3627,25-44,Friends/Relatives,Holiday,Others,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7+,0,Credit Card,Yes,9945000.0,High-income countries,2.0
3628,25-44,Alone,Others,Wildlife,Agent,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,3903247.6,High-income countries,1.0
3629,45-64,Spouse,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,10-15,1,Cash,Yes,19061250.0,High-income countries,2.0
3630,25-44,Alone,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,3315000.0,Low-income countries,1.0
3631,45-64,Children,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,No,0-5,1,Cash,No,2652000.0,High-income countries,4.0
3632,45-64,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,1,Cash,No,1138020.0,High-income countries,1.0
3633,25-44,Friends/Relatives,Holiday,Beach,Others,Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,0-5,1,Cash,Yes,22920233.0,High-income countries,3.0
3634,45-64,Spouse,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,0-5,1,Credit Card,No,3646500.0,Upper-middle-income countries,2.0
3635,25-44,Spouse and Children,Others,Others,Others,Independent,No,No,No,No,No,No,No,7+,0,Cash,No,25000000.0,High-income countries,3.0
3636,45-64,Spouse,Others,Beach,Agent,Independent,No,No,No,No,No,No,No,0-5,1,Credit Card,No,7112625.0,High-income countries,2.0
3637,65+,Friends/Relatives,Holiday,Wildlife,Others,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10-15,0,Credit Card,Yes,77902500.0,High-income countries,2.0
3638,`1-24,Alone,Holiday,Others,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,No,7+,1,Cash,Yes,4972500.0,High-income countries,1.0
3639,45-64,Spouse and Children,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10-15,1,Credit Card,Yes,61327500.0,High-income countries,4.0
3640,45-64,Friends/Relatives,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,No,No,No,Yes,0-5,1,Cash,Yes,26516400.0,Upper-middle-income countries,3.0
3641,25-44,Spouse,Others,Beach,Others,Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,0-5,1,Cash,Yes,8337225.0,High-income countries,2.0
3642,`1-24,Alone,Holiday,Others,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,No,7+,1,Cash,Yes,5055375.0,High-income countries,1.0
3643,25-44,Spouse,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,0-5,1,Credit Card,No,10608000.0,High-income countries,2.0
3644,25-44,Spouse,Holiday,Beach,Others,Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0-5,1,Cash,Yes,44669625.0,Upper-middle-income countries,2.0
3645,25-44,Alone,Others,Beach,Friends,Package Tour,No,Yes,Yes,No,No,No,No,10-15,0,Cash,No,5801250.0,High-income countries,1.0
3646,25-44,Friends/Relatives,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,No,No,No,No,0-5,1,Credit Card,Yes,14584020.0,Upper-middle-income countries,2.0
3647,45-64,Spouse,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,10-15,0,Cash,Yes,9149400.0,High-income countries,2.0
3648,25-44,Friends/Relatives,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,10-15,1,Cash,Yes,39780000.0,High-income countries,5.0
3649,45-64,Spouse,Holiday,Wildlife,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,2900625.0,High-income countries,2.0
3650,25-44,Spouse,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,No,0-5,1,Cash,Yes,11460116.5,High-income countries,2.0
3651,45-64,Spouse,Others,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10-15,0,Credit Card,Yes,11784825.0,Lower-middle-income countries,2.0
3652,45-64,Alone,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,7+,0,Cash,Yes,16740750.0,High-income countries,1.0
3653,25-44,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,248625.0,Lower-middle-income countries,1.0
3654,45-64,Spouse,Holiday,Wildlife,Others,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10-15,0,Cash,Yes,8619000.0,Lower-middle-income countries,2.0
3655,65+,Alone,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,No,10-15,1,Credit Card,Yes,14503676.6,High-income countries,1.0
3656,45-64,Alone,Others,Wildlife,Agent,Independent,No,No,No,No,No,No,No,10-15,0,Credit Card,No,4000000.0,Lower-middle-income countries,1.0
3657,`1-24,Alone,Holiday,Wildlife,Agent,Independent,No,No,No,No,No,No,No,7+,0,Cash,No,2269330.0,High-income countries,1.0
3658,65+,Spouse,Holiday,Wildlife,Agent,Package Tour,No,Yes,No,Yes,Yes,No,No,0-5,0,Credit Card,Yes,34807500.0,High-income countries,2.0
3659,25-44,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,150000.0,Low-income countries,1.0
3660,25-44,Alone,Others,Beach,Others,Independent,No,No,No,No,No,No,No,7+,0,Cash,No,400000.0,Low-income countries,1.0
3661,25-44,Spouse and Children,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7+,1,Cash,Yes,28177500.0,High-income countries,4.0
3662,`1-24,Alone,Holiday,Others,Friends,Independent,No,No,No,No,No,No,No,7+,1,Cash,No,1650000.0,High-income countries,1.0
3663,25-44,Alone,Holiday,Others,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7+,1,Cash,Yes,5693512.5,High-income countries,1.0
3664,25-44,Spouse,Holiday,Beach,Others,Independent,No,No,No,No,No,No,No,0-5,1,Cash,No,2269330.0,High-income countries,2.0
3665,25-44,Spouse,Holiday,Others,Others,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10-15,0,Cash,Yes,663000.0,High-income countries,2.0
3666,25-44,Alone,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10-15,0,Cash,Yes,4523629.5,High-income countries,1.0
3667,45-64,Alone,Holiday,Wildlife,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,82875.0,High-income countries,1.0
3668,25-44,Alone,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,0,Cash,Yes,5022225.0,High-income countries,1.0
3669,25-44,Spouse,Holiday,Wildlife,Others,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,2587036.2,High-income countries,2.0
3670,25-44,Alone,Holiday,Wildlife,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,No,2486250.0,Upper-middle-income countries,1.0
3671,25-44,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Credit Card,No,165750.0,High-income countries,1.0
3672,45-64,Friends/Relatives,Holiday,Wildlife,Others,Package Tour,No,Yes,Yes,Yes,Yes,No,No,0-5,0,Cash,Yes,9969862.5,High-income countries,2.0
3673,45-64,Alone,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,0-5,0,Cash,Yes,7480297.5,High-income countries,1.0
3674,25-44,Spouse,Holiday,Others,Agent,Package Tour,Yes,Yes,No,Yes,No,No,No,10-15,1,Cash,Yes,14977578.0,High-income countries,2.0
3675,45-64,Alone,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,0-5,0,Cash,Yes,7806825.0,High-income countries,1.0
3676,`1-24,Alone,Holiday,Beach,Others,Independent,No,No,No,No,No,No,No,10-15,1,Cash,Yes,123000.0,High-income countries,1.0
3677,25-44,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,0-5,1,Cash,Yes,17082195.0,High-income countries,2.0
3678,25-44,Alone,Holiday,Beach,Others,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,5673325.0,High-income countries,1.0
3679,25-44,Spouse and Children,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10-15,1,Cash,Yes,1491750.0,High-income countries,3.0
3680,`1-24,Friends/Relatives,Others,Wildlife,Agent,Independent,No,No,No,No,No,No,No,7+,1,Cash,Yes,16163940.0,Upper-middle-income countries,2.0
3681,65+,Alone,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7+,0,Cash,Yes,22044750.0,High-income countries,1.0
3682,65+,Alone,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,0-5,0,Cash,Yes,7649362.5,High-income countries,1.0
3683,25-44,Spouse and Children,Holiday,Beach,Agent,Package Tour,Yes,Yes,No,Yes,Yes,Yes,No,10-15,1,Cash,Yes,17403750.0,High-income countries,4.0
3684,25-44,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,663000.0,Lower-middle-income countries,1.0
3685,25-44,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,197000.0,Low-income countries,1.0
3686,25-44,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,10-15,0,Cash,No,22555000.0,Low-income countries,1.0
3687,25-44,Friends/Relatives,Holiday,Beach,Others,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,165750.0,High-income countries,2.0
3688,25-44,Spouse,Holiday,Beach,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,960000.0,Lower-middle-income countries,2.0
3689,25-44,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,10-15,0,Cash,No,1491750.0,Low-income countries,1.0
3690,25-44,Spouse,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,0-5,1,Cash,Yes,17065361.6,High-income countries,2.0
3691,45-64,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,2500000.0,Low-income countries,1.0
3692,45-64,Spouse and Children,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0-5,1,Credit Card,Yes,14523712.0,High-income countries,3.0
3693,25-44,Spouse,Holiday,Wildlife,Agent,Independent,No,No,No,No,No,No,No,7+,1,Cash,Yes,19890000.0,High-income countries,3.0
3694,25-44,Spouse,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10-15,1,Cash,Yes,18232500.0,High-income countries,2.0
3695,25-44,Spouse,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,No,Yes,Yes,No,0-5,1,Cash,Yes,7942655.0,High-income countries,2.0
3696,25-44,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7+,1,Cash,Yes,24862500.0,High-income countries,2.0
3697,45-64,Alone,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,0-5,1,Credit Card,No,331500.0,Lower-middle-income countries,1.0
3698,`1-24,Friends/Relatives,Holiday,Beach,Agent,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,1657500.0,High-income countries,2.0
3699,25-44,Spouse and Children,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,No,0-5,1,Cash,Yes,1361598.0,High-income countries,4.0
3700,25-44,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,10-15,0,Cash,No,497250.0,Low-income countries,1.0
3701,25-44,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,1170000.0,Low-income countries,1.0
3702,`1-24,Friends/Relatives,Holiday,Beach,Others,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,4309500.0,High-income countries,4.0
3703,25-44,Spouse,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,No,Yes,0-5,1,Cash,Yes,8169588.0,High-income countries,2.0
3704,25-44,Children,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,1,Cash,No,49725.0,High-income countries,3.0
3705,45-64,Friends/Relatives,Holiday,Beach,Friends,Package Tour,Yes,Yes,No,Yes,No,No,No,0-5,1,Cash,Yes,28139692.0,High-income countries,3.0
3706,65+,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,0-5,0,Credit Card,Yes,49841025.0,High-income countries,2.0
3707,`1-24,Alone,Holiday,Others,Others,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10-15,1,Cash,Yes,15414750.0,High-income countries,1.0
3708,45-64,Friends/Relatives,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10-15,0,Cash,Yes,14523712.0,High-income countries,2.0
3709,25-44,Spouse,Holiday,Beach,Agent,Independent,Yes,Yes,Yes,No,No,No,No,0-5,1,Cash,Yes,226933.0,High-income countries,2.0
3710,25-44,Alone,Others,Others,Agent,Independent,No,No,No,No,No,No,No,0-5,0,Credit Card,No,1060800.0,Lower-middle-income countries,1.0
3711,45-64,Spouse and Children,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10-15,0,Cash,Yes,42929250.0,High-income countries,4.0
3712,45-64,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,No,10-15,0,Cash,Yes,18564000.0,Upper-middle-income countries,2.0
3713,`1-24,Alone,Holiday,Others,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7+,0,Cash,Yes,5469750.0,High-income countries,1.0
3714,25-44,Friends/Relatives,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7+,0,Cash,Yes,33150000.0,High-income countries,2.0
3715,25-44,Alone,Holiday,Beach,Others,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,2005575.0,Upper-middle-income countries,1.0
3716,`1-24,Friends/Relatives,Holiday,Others,Friends,Package Tour,Yes,Yes,Yes,No,Yes,Yes,No,0-5,1,Cash,Yes,23868000.0,High-income countries,4.0
3717,25-44,Spouse,Holiday,Beach,Agent,Package Tour,No,Yes,Yes,No,No,Yes,No,0-5,1,Cash,Yes,4661400.0,Upper-middle-income countries,2.0
3718,45-64,Friends/Relatives,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,No,Yes,Yes,Yes,7+,1,Cash,No,7602255.5,High-income countries,3.0
3719,25-44,Spouse,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0-5,1,Credit Card,Yes,7831462.76,Upper-middle-income countries,2.0
3720,45-64,Spouse,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,No,0-5,1,Cash,Yes,4309500.0,High-income countries,2.0
3721,25-44,Spouse and Children,Holiday,Beach,Others,Package Tour,Yes,Yes,Yes,No,No,No,No,0-5,1,Cash,No,1181664.9,Upper-middle-income countries,4.0
3722,`1-24,Alone,Holiday,Beach,Friends,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,1588531.0,High-income countries,1.0
3723,25-44,Alone,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,10-15,0,Cash,No,1160250.0,Low-income countries,1.0
3724,45-64,Alone,Holiday,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,828750.0,Low-income countries,1.0
3725,`1-24,Friends/Relatives,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,No,Yes,No,No,No,10-15,1,Cash,Yes,16575000.0,High-income countries,4.0
3726,65+,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7+,0,Credit Card,Yes,21547500.0,High-income countries,2.0
